Int_optimized,Int_unoptimized,two_theta_optimized,two_theta_unoptimized
1,3,44.31,44.31
2,0,44.312,44.312
4,2,44.314,44.314
2,4,44.316,44.316
0,1,44.318,44.318
1,1,44.32,44.32
2,2,44.322,44.322
4,2,44.324,44.324
2,1,44.326,44.326
4,0,44.328,44.328
1,3,44.33,44.33
1,0,44.332,44.332
2,1,44.334,44.334
1,0,44.336,44.336
2,1,44.338,44.338
0,2,44.34,44.34
2,2,44.342,44.342
1,0,44.344,44.344
2,2,44.346,44.346
1,1,44.348,44.348
0,1,44.35,44.35
1,2,44.352,44.352
3,0,44.354,44.354
3,3,44.356,44.356
0,0,44.358,44.358
3,2,44.36,44.36
1,2,44.362,44.362
3,1,44.364,44.364
3,1,44.366,44.366
4,1,44.368,44.368
2,1,44.37,44.37
1,3,44.372,44.372
0,4,44.374,44.374
3,3,44.376,44.376
3,4,44.378,44.378
0,3,44.38,44.38
0,2,44.382,44.382
3,2,44.384,44.384
2,0,44.386,44.386
4,0,44.388,44.388
2,2,44.39,44.39
2,2,44.392,44.392
1,1,44.394,44.394
1,0,44.396,44.396
1,3,44.398,44.398
5,0,44.4,44.4
3,3,44.402,44.402
2,0,44.404,44.404
4,2,44.406,44.406
2,3,44.408,44.408
9,3,44.41,44.41
5,2,44.412,44.412
1,4,44.414,44.414
2,1,44.416,44.416
3,2,44.418,44.418
5,2,44.42,44.42
1,4,44.422,44.422
2,3,44.424,44.424
5,3,44.426,44.426
5,1,44.428,44.428
3,0,44.43,44.43
0,1,44.432,44.432
5,1,44.434,44.434
3,2,44.436,44.436
4,2,44.438,44.438
2,5,44.44,44.44
10,3,44.442,44.442
3,3,44.444,44.444
5,2,44.446,44.446
5,1,44.448,44.448
4,2,44.45,44.45
3,1,44.452,44.452
2,5,44.454,44.454
3,3,44.456,44.456
1,0,44.458,44.458
1,2,44.46,44.46
5,4,44.462,44.462
5,0,44.464,44.464
6,2,44.466,44.466
7,1,44.468,44.468
5,5,44.47,44.47
1,2,44.472,44.472
8,0,44.474,44.474
2,1,44.476,44.476
7,4,44.478,44.478
5,2,44.48,44.48
0,1,44.482,44.482
3,3,44.484,44.484
4,2,44.486,44.486
4,1,44.488,44.488
4,1,44.49,44.49
2,0,44.492,44.492
2,0,44.494,44.494
2,2,44.496,44.496
4,3,44.498,44.498
5,7,44.5,44.5
2,0,44.502,44.502
0,2,44.504,44.504
2,2,44.506,44.506
4,1,44.508,44.508
2,0,44.51,44.51
1,0,44.512,44.512
2,0,44.514,44.514
3,1,44.516,44.516
5,1,44.518,44.518
2,2,44.52,44.52
1,0,44.522,44.522
2,4,44.524,44.524
0,2,44.526,44.526
3,0,44.528,44.528
1,2,44.53,44.53
1,0,44.532,44.532
1,2,44.534,44.534
2,3,44.536,44.536
2,4,44.538,44.538
1,1,44.54,44.54
6,0,44.542,44.542
3,0,44.544,44.544
6,1,44.546,44.546
2,2,44.548,44.548
4,3,44.55,44.55
1,1,44.552,44.552
4,4,44.554,44.554
0,2,44.556,44.556
2,4,44.558,44.558
4,1,44.56,44.56
2,0,44.562,44.562
0,1,44.564,44.564
1,1,44.566,44.566
3,2,44.568,44.568
4,1,44.57,44.57
1,0,44.572,44.572
2,0,44.574,44.574
2,1,44.576,44.576
2,3,44.578,44.578
0,2,44.58,44.58
3,2,44.582,44.582
2,0,44.584,44.584
4,2,44.586,44.586
1,2,44.588,44.588
1,1,44.59,44.59
3,0,44.592,44.592
3,3,44.594,44.594
0,3,44.596,44.596
2,1,44.598,44.598
4,2,44.6,44.6
4,4,44.602,44.602
1,0,44.604,44.604
0,3,44.606,44.606
4,0,44.608,44.608
4,4,44.61,44.61
0,3,44.612,44.612
3,3,44.614,44.614
0,2,44.616,44.616
4,4,44.618,44.618
1,2,44.62,44.62
4,1,44.622,44.622
1,3,44.624,44.624
2,1,44.626,44.626
4,4,44.628,44.628
3,5,44.63,44.63
3,3,44.632,44.632
1,2,44.634,44.634
4,4,44.636,44.636
0,0,44.638,44.638
1,1,44.64,44.64
1,2,44.642,44.642
1,1,44.644,44.644
0,1,44.646,44.646
6,2,44.648,44.648
0,2,44.65,44.65
3,2,44.652,44.652
0,0,44.654,44.654
3,0,44.656,44.656
3,1,44.658,44.658
1,0,44.66,44.66
3,0,44.662,44.662
3,1,44.664,44.664
1,5,44.666,44.666
1,0,44.668,44.668
2,3,44.67,44.67
2,0,44.672,44.672
2,3,44.674,44.674
1,1,44.676,44.676
1,3,44.678,44.678
1,1,44.68,44.68
0,2,44.682,44.682
6,1,44.684,44.684
2,5,44.686,44.686
0,2,44.688,44.688
1,3,44.69,44.69
1,3,44.692,44.692
1,4,44.694,44.694
1,0,44.696,44.696
0,0,44.698,44.698
0,1,44.7,44.7
4,1,44.702,44.702
1,0,44.704,44.704
4,3,44.706,44.706
0,2,44.708,44.708
1,3,44.71,44.71
1,2,44.712,44.712
1,2,44.714,44.714
4,1,44.716,44.716
1,2,44.718,44.718
1,2,44.72,44.72
3,1,44.722,44.722
1,3,44.724,44.724
2,0,44.726,44.726
0,2,44.728,44.728
2,5,44.73,44.73
1,1,44.732,44.732
1,2,44.734,44.734
2,0,44.736,44.736
3,2,44.738,44.738
1,1,44.74,44.74
1,2,44.742,44.742
1,3,44.744,44.744
2,3,44.746,44.746
1,0,44.748,44.748
0,1,44.75,44.75
1,2,44.752,44.752
2,5,44.754,44.754
2,2,44.756,44.756
2,1,44.758,44.758
7,3,44.76,44.76
1,1,44.762,44.762
0,0,44.764,44.764
3,4,44.766,44.766
1,0,44.768,44.768
1,0,44.77,44.77
0,0,44.772,44.772
2,1,44.774,44.774
2,1,44.776,44.776
1,1,44.778,44.778
0,1,44.78,44.78
1,1,44.782,44.782
1,0,44.784,44.784
4,2,44.786,44.786
3,3,44.788,44.788
2,1,44.79,44.79
1,2,44.792,44.792
1,1,44.794,44.794
3,2,44.796,44.796
0,1,44.798,44.798
0,0,44.8,44.8
2,0,44.802,44.802
4,1,44.804,44.804
4,2,44.806,44.806
1,1,44.808,44.808
3,1,44.81,44.81
3,2,44.812,44.812
2,0,44.814,44.814
0,2,44.816,44.816
0,0,44.818,44.818
0,1,44.82,44.82
2,1,44.822,44.822
0,3,44.824,44.824
1,3,44.826,44.826
1,2,44.828,44.828
1,3,44.83,44.83
2,3,44.832,44.832
2,3,44.834,44.834
1,1,44.836,44.836
2,3,44.838,44.838
3,2,44.84,44.84
0,5,44.842,44.842
0,5,44.844,44.844
0,2,44.846,44.846
2,0,44.848,44.848
5,2,44.85,44.85
3,5,44.852,44.852
3,3,44.854,44.854
1,3,44.856,44.856
4,1,44.858,44.858
1,4,44.86,44.86
2,5,44.862,44.862
1,0,44.864,44.864
2,2,44.866,44.866
2,4,44.868,44.868
2,1,44.87,44.87
1,3,44.872,44.872
3,4,44.874,44.874
3,4,44.876,44.876
1,1,44.878,44.878
3,3,44.88,44.88
1,3,44.882,44.882
1,1,44.884,44.884
2,3,44.886,44.886
1,4,44.888,44.888
0,0,44.89,44.89
1,1,44.892,44.892
2,2,44.894,44.894
5,1,44.896,44.896
4,4,44.898,44.898
2,3,44.9,44.9
1,0,44.902,44.902
0,0,44.904,44.904
3,2,44.906,44.906
2,3,44.908,44.908
1,0,44.91,44.91
0,0,44.912,44.912
4,1,44.914,44.914
1,1,44.916,44.916
2,3,44.918,44.918
1,2,44.92,44.92
0,1,44.922,44.922
1,3,44.924,44.924
0,2,44.926,44.926
3,3,44.928,44.928
4,0,44.93,44.93
1,2,44.932,44.932
0,3,44.934,44.934
4,1,44.936,44.936
4,1,44.938,44.938
3,4,44.94,44.94
0,3,44.942,44.942
2,5,44.944,44.944
5,2,44.946,44.946
1,4,44.948,44.948
3,1,44.95,44.95
3,1,44.952,44.952
3,2,44.954,44.954
2,5,44.956,44.956
2,1,44.958,44.958
2,3,44.96,44.96
1,4,44.962,44.962
0,3,44.964,44.964
2,1,44.966,44.966
2,3,44.968,44.968
2,3,44.97,44.97
1,2,44.972,44.972
1,2,44.974,44.974
1,3,44.976,44.976
3,3,44.978,44.978
1,0,44.98,44.98
2,3,44.982,44.982
0,2,44.984,44.984
0,2,44.986,44.986
2,1,44.988,44.988
0,2,44.99,44.99
0,3,44.992,44.992
0,2,44.994,44.994
1,2,44.996,44.996
6,3,44.998,44.998
2,2,45,45
1,3,45.002,45.002
1,1,45.004,45.004
2,2,45.006,45.006
1,7,45.008,45.008
1,2,45.01,45.01
3,1,45.012,45.012
2,2,45.014,45.014
1,2,45.016,45.016
1,6,45.018,45.018
1,4,45.02,45.02
3,5,45.022,45.022
4,1,45.024,45.024
4,1,45.026,45.026
1,4,45.028,45.028
0,2,45.03,45.03
3,3,45.032,45.032
2,1,45.034,45.034
4,5,45.036,45.036
2,2,45.038,45.038
1,2,45.04,45.04
1,6,45.042,45.042
3,5,45.044,45.044
5,1,45.046,45.046
3,2,45.048,45.048
5,3,45.05,45.05
0,0,45.052,45.052
4,0,45.054,45.054
1,1,45.056,45.056
2,2,45.058,45.058
1,2,45.06,45.06
2,3,45.062,45.062
3,1,45.064,45.064
1,1,45.066,45.066
4,4,45.068,45.068
3,2,45.07,45.07
2,6,45.072,45.072
1,2,45.074,45.074
5,4,45.076,45.076
2,2,45.078,45.078
1,2,45.08,45.08
2,2,45.082,45.082
3,1,45.084,45.084
3,0,45.086,45.086
2,4,45.088,45.088
2,0,45.09,45.09
2,0,45.092,45.092
1,1,45.094,45.094
1,4,45.096,45.096
2,4,45.098,45.098
1,0,45.1,45.1
2,2,45.102,45.102
3,4,45.104,45.104
0,1,45.106,45.106
1,1,45.108,45.108
2,3,45.11,45.11
2,0,45.112,45.112
2,9,45.114,45.114
3,1,45.116,45.116
3,3,45.118,45.118
1,0,45.12,45.12
4,5,45.122,45.122
2,0,45.124,45.124
2,0,45.126,45.126
1,2,45.128,45.128
1,2,45.13,45.13
1,2,45.132,45.132
0,3,45.134,45.134
0,2,45.136,45.136
2,4,45.138,45.138
1,0,45.14,45.14
0,0,45.142,45.142
2,0,45.144,45.144
3,3,45.146,45.146
1,4,45.148,45.148
2,4,45.15,45.15
3,0,45.152,45.152
2,3,45.154,45.154
3,4,45.156,45.156
4,1,45.158,45.158
3,2,45.16,45.16
2,5,45.162,45.162
1,2,45.164,45.164
0,0,45.166,45.166
1,3,45.168,45.168
1,5,45.17,45.17
2,1,45.172,45.172
2,5,45.174,45.174
2,3,45.176,45.176
3,0,45.178,45.178
3,3,45.18,45.18
3,0,45.182,45.182
1,6,45.184,45.184
2,5,45.186,45.186
2,6,45.188,45.188
0,2,45.19,45.19
0,3,45.192,45.192
2,1,45.194,45.194
3,1,45.196,45.196
2,3,45.198,45.198
1,3,45.2,45.2
2,5,45.202,45.202
1,0,45.204,45.204
3,1,45.206,45.206
2,1,45.208,45.208
1,2,45.21,45.21
3,3,45.212,45.212
2,2,45.214,45.214
0,1,45.216,45.216
1,7,45.218,45.218
1,1,45.22,45.22
2,6,45.222,45.222
1,2,45.224,45.224
2,3,45.226,45.226
2,4,45.228,45.228
6,2,45.23,45.23
6,4,45.232,45.232
3,1,45.234,45.234
4,4,45.236,45.236
1,3,45.238,45.238
2,2,45.24,45.24
3,5,45.242,45.242
1,1,45.244,45.244
1,5,45.246,45.246
5,1,45.248,45.248
2,2,45.25,45.25
3,4,45.252,45.252
1,5,45.254,45.254
5,6,45.256,45.256
0,3,45.258,45.258
5,4,45.26,45.26
2,5,45.262,45.262
1,2,45.264,45.264
1,2,45.266,45.266
0,3,45.268,45.268
3,0,45.27,45.27
1,2,45.272,45.272
3,3,45.274,45.274
2,1,45.276,45.276
5,5,45.278,45.278
1,1,45.28,45.28
1,4,45.282,45.282
4,3,45.284,45.284
2,3,45.286,45.286
5,5,45.288,45.288
0,3,45.29,45.29
3,4,45.292,45.292
4,3,45.294,45.294
3,5,45.296,45.296
4,3,45.298,45.298
1,4,45.3,45.3
3,6,45.302,45.302
2,5,45.304,45.304
2,3,45.306,45.306
2,1,45.308,45.308
4,3,45.31,45.31
4,7,45.312,45.312
2,1,45.314,45.314
3,1,45.316,45.316
4,4,45.318,45.318
1,2,45.32,45.32
2,3,45.322,45.322
1,6,45.324,45.324
2,7,45.326,45.326
0,8,45.328,45.328
3,5,45.33,45.33
3,5,45.332,45.332
2,5,45.334,45.334
7,2,45.336,45.336
2,3,45.338,45.338
2,7,45.34,45.34
2,4,45.342,45.342
3,3,45.344,45.344
2,2,45.346,45.346
4,5,45.348,45.348
3,5,45.35,45.35
3,4,45.352,45.352
2,4,45.354,45.354
3,3,45.356,45.356
3,1,45.358,45.358
2,4,45.36,45.36
1,4,45.362,45.362
4,7,45.364,45.364
2,3,45.366,45.366
4,3,45.368,45.368
1,4,45.37,45.37
3,8,45.372,45.372
2,5,45.374,45.374
2,7,45.376,45.376
3,5,45.378,45.378
0,9,45.38,45.38
3,6,45.382,45.382
4,5,45.384,45.384
3,3,45.386,45.386
3,6,45.388,45.388
5,4,45.39,45.39
1,3,45.392,45.392
4,5,45.394,45.394
5,6,45.396,45.396
6,4,45.398,45.398
3,3,45.4,45.4
5,5,45.402,45.402
3,3,45.404,45.404
1,3,45.406,45.406
1,10,45.408,45.408
2,4,45.41,45.41
2,7,45.412,45.412
1,3,45.414,45.414
6,5,45.416,45.416
3,3,45.418,45.418
7,6,45.42,45.42
1,6,45.422,45.422
2,7,45.424,45.424
3,9,45.426,45.426
2,3,45.428,45.428
4,5,45.43,45.43
4,3,45.432,45.432
2,7,45.434,45.434
2,3,45.436,45.436
3,3,45.438,45.438
0,4,45.44,45.44
0,5,45.442,45.442
4,5,45.444,45.444
1,5,45.446,45.446
1,10,45.448,45.448
0,3,45.45,45.45
1,8,45.452,45.452
2,5,45.454,45.454
1,4,45.456,45.456
1,6,45.458,45.458
4,4,45.46,45.46
2,7,45.462,45.462
1,0,45.464,45.464
0,6,45.466,45.466
2,5,45.468,45.468
0,3,45.47,45.47
3,4,45.472,45.472
1,7,45.474,45.474
0,5,45.476,45.476
1,4,45.478,45.478
4,5,45.48,45.48
1,5,45.482,45.482
1,5,45.484,45.484
2,7,45.486,45.486
2,11,45.488,45.488
1,8,45.49,45.49
2,2,45.492,45.492
1,7,45.494,45.494
3,6,45.496,45.496
0,7,45.498,45.498
6,10,45.5,45.5
6,5,45.502,45.502
4,3,45.504,45.504
0,6,45.506,45.506
5,7,45.508,45.508
3,6,45.51,45.51
5,6,45.512,45.512
4,5,45.514,45.514
3,9,45.516,45.516
3,7,45.518,45.518
1,11,45.52,45.52
1,5,45.522,45.522
4,7,45.524,45.524
4,10,45.526,45.526
3,4,45.528,45.528
3,12,45.53,45.53
2,4,45.532,45.532
4,7,45.534,45.534
2,4,45.536,45.536
3,9,45.538,45.538
3,9,45.54,45.54
5,6,45.542,45.542
1,8,45.544,45.544
2,8,45.546,45.546
4,6,45.548,45.548
1,8,45.55,45.55
1,8,45.552,45.552
3,10,45.554,45.554
3,14,45.556,45.556
3,12,45.558,45.558
1,6,45.56,45.56
5,13,45.562,45.562
4,10,45.564,45.564
3,12,45.566,45.566
1,5,45.568,45.568
2,8,45.57,45.57
7,6,45.572,45.572
3,10,45.574,45.574
2,10,45.576,45.576
3,8,45.578,45.578
4,8,45.58,45.58
5,6,45.582,45.582
5,6,45.584,45.584
1,8,45.586,45.586
4,17,45.588,45.588
7,6,45.59,45.59
1,14,45.592,45.592
6,11,45.594,45.594
1,9,45.596,45.596
3,20,45.598,45.598
2,9,45.6,45.6
4,3,45.602,45.602
9,6,45.604,45.604
6,9,45.606,45.606
6,9,45.608,45.608
3,10,45.61,45.61
6,11,45.612,45.612
1,10,45.614,45.614
5,9,45.616,45.616
4,7,45.618,45.618
3,12,45.62,45.62
7,12,45.622,45.622
3,8,45.624,45.624
2,7,45.626,45.626
9,13,45.628,45.628
9,14,45.63,45.63
3,12,45.632,45.632
5,4,45.634,45.634
8,9,45.636,45.636
2,11,45.638,45.638
3,16,45.64,45.64
3,9,45.642,45.642
5,8,45.644,45.644
3,18,45.646,45.646
7,20,45.648,45.648
4,15,45.65,45.65
3,15,45.652,45.652
1,10,45.654,45.654
4,16,45.656,45.656
3,18,45.658,45.658
5,8,45.66,45.66
2,8,45.662,45.662
4,10,45.664,45.664
3,18,45.666,45.666
4,16,45.668,45.668
9,8,45.67,45.67
2,11,45.672,45.672
4,10,45.674,45.674
4,16,45.676,45.676
6,9,45.678,45.678
7,13,45.68,45.68
7,17,45.682,45.682
7,14,45.684,45.684
9,13,45.686,45.686
6,17,45.688,45.688
2,9,45.69,45.69
6,9,45.692,45.692
12,13,45.694,45.694
6,14,45.696,45.696
5,12,45.698,45.698
7,15,45.7,45.7
3,13,45.702,45.702
7,18,45.704,45.704
8,14,45.706,45.706
8,15,45.708,45.708
4,11,45.71,45.71
6,17,45.712,45.712
5,12,45.714,45.714
10,13,45.716,45.716
7,12,45.718,45.718
7,16,45.72,45.72
7,12,45.722,45.722
7,10,45.724,45.724
11,13,45.726,45.726
5,12,45.728,45.728
7,16,45.73,45.73
5,16,45.732,45.732
13,21,45.734,45.734
10,22,45.736,45.736
6,23,45.738,45.738
10,14,45.74,45.74
14,13,45.742,45.742
7,25,45.744,45.744
9,16,45.746,45.746
6,14,45.748,45.748
3,15,45.75,45.75
9,16,45.752,45.752
7,22,45.754,45.754
8,19,45.756,45.756
11,12,45.758,45.758
6,24,45.76,45.76
8,24,45.762,45.762
7,17,45.764,45.764
5,31,45.766,45.766
9,22,45.768,45.768
6,15,45.77,45.77
6,19,45.772,45.772
6,15,45.774,45.774
3,24,45.776,45.776
10,19,45.778,45.778
10,19,45.78,45.78
8,21,45.782,45.782
7,19,45.784,45.784
8,16,45.786,45.786
7,27,45.788,45.788
12,25,45.79,45.79
12,16,45.792,45.792
10,26,45.794,45.794
6,26,45.796,45.796
7,31,45.798,45.798
8,21,45.8,45.8
10,36,45.802,45.802
11,19,45.804,45.804
9,25,45.806,45.806
5,17,45.808,45.808
10,27,45.81,45.81
9,25,45.812,45.812
3,39,45.814,45.814
6,28,45.816,45.816
12,23,45.818,45.818
14,25,45.82,45.82
7,17,45.822,45.822
12,22,45.824,45.824
10,29,45.826,45.826
7,34,45.828,45.828
10,28,45.83,45.83
9,23,45.832,45.832
12,19,45.834,45.834
7,25,45.836,45.836
12,21,45.838,45.838
13,27,45.84,45.84
7,31,45.842,45.842
7,30,45.844,45.844
8,37,45.846,45.846
6,28,45.848,45.848
10,31,45.85,45.85
11,20,45.852,45.852
8,43,45.854,45.854
7,33,45.856,45.856
8,28,45.858,45.858
14,31,45.86,45.86
8,35,45.862,45.862
14,35,45.864,45.864
15,31,45.866,45.866
16,23,45.868,45.868
17,30,45.87,45.87
5,33,45.872,45.872
11,25,45.874,45.874
12,35,45.876,45.876
17,37,45.878,45.878
8,38,45.88,45.88
7,32,45.882,45.882
8,37,45.884,45.884
15,50,45.886,45.886
12,42,45.888,45.888
19,37,45.89,45.89
15,40,45.892,45.892
15,29,45.894,45.894
17,36,45.896,45.896
5,46,45.898,45.898
13,28,45.9,45.9
9,46,45.902,45.902
13,37,45.904,45.904
14,35,45.906,45.906
14,56,45.908,45.908
18,43,45.91,45.91
13,39,45.912,45.912
10,36,45.914,45.914
8,48,45.916,45.916
13,40,45.918,45.918
18,46,45.92,45.92
11,40,45.922,45.922
17,41,45.924,45.924
12,44,45.926,45.926
8,47,45.928,45.928
8,34,45.93,45.93
20,61,45.932,45.932
12,57,45.934,45.934
15,45,45.936,45.936
21,47,45.938,45.938
16,52,45.94,45.94
13,44,45.942,45.942
10,45,45.944,45.944
9,65,45.946,45.946
12,54,45.948,45.948
14,55,45.95,45.95
15,45,45.952,45.952
13,49,45.954,45.954
16,47,45.956,45.956
19,52,45.958,45.958
14,58,45.96,45.96
12,49,45.962,45.962
10,60,45.964,45.964
10,66,45.966,45.966
22,64,45.968,45.968
20,55,45.97,45.97
16,71,45.972,45.972
13,55,45.974,45.974
16,79,45.976,45.976
11,54,45.978,45.978
14,78,45.98,45.98
15,63,45.982,45.982
18,72,45.984,45.984
14,81,45.986,45.986
25,75,45.988,45.988
17,58,45.99,45.99
22,74,45.992,45.992
20,77,45.994,45.994
18,80,45.996,45.996
17,91,45.998,45.998
16,91,46,46
17,85,46.002,46.002
17,82,46.004,46.004
16,79,46.006,46.006
24,73,46.008,46.008
15,105,46.01,46.01
21,78,46.012,46.012
22,90,46.014,46.014
25,97,46.016,46.016
27,96,46.018,46.018
21,90,46.02,46.02
24,108,46.022,46.022
18,106,46.024,46.024
20,96,46.026,46.026
21,98,46.028,46.028
21,102,46.03,46.03
21,97,46.032,46.032
25,111,46.034,46.034
21,108,46.036,46.036
30,110,46.038,46.038
19,100,46.04,46.04
21,128,46.042,46.042
19,129,46.044,46.044
30,149,46.046,46.046
28,118,46.048,46.048
24,120,46.05,46.05
24,129,46.052,46.052
32,128,46.054,46.054
21,157,46.056,46.056
32,141,46.058,46.058
24,131,46.06,46.06
20,149,46.062,46.062
21,162,46.064,46.064
24,129,46.066,46.066
32,172,46.068,46.068
36,176,46.07,46.07
29,151,46.072,46.072
50,152,46.074,46.074
24,208,46.076,46.076
33,178,46.078,46.078
26,171,46.08,46.08
32,188,46.082,46.082
25,208,46.084,46.084
39,226,46.086,46.086
30,208,46.088,46.088
33,210,46.09,46.09
34,221,46.092,46.092
39,215,46.094,46.094
48,222,46.096,46.096
40,241,46.098,46.098
44,241,46.1,46.1
35,262,46.102,46.102
45,248,46.104,46.104
50,268,46.106,46.106
31,303,46.108,46.108
49,281,46.11,46.11
37,336,46.112,46.112
49,283,46.114,46.114
46,332,46.116,46.116
55,306,46.118,46.118
47,349,46.12,46.12
54,330,46.122,46.122
55,341,46.124,46.124
57,389,46.126,46.126
66,342,46.128,46.128
58,370,46.13,46.13
62,405,46.132,46.132
66,384,46.134,46.134
78,402,46.136,46.136
61,430,46.138,46.138
68,473,46.14,46.14
63,476,46.142,46.142
68,516,46.144,46.144
73,504,46.146,46.146
93,529,46.148,46.148
74,588,46.15,46.15
84,598,46.152,46.152
102,585,46.154,46.154
95,634,46.156,46.156
93,666,46.158,46.158
99,678,46.16,46.16
90,716,46.162,46.162
120,815,46.164,46.164
111,803,46.166,46.166
117,796,46.168,46.168
142,915,46.17,46.17
173,992,46.172,46.172
160,988,46.174,46.174
150,1064,46.176,46.176
184,1167,46.178,46.178
181,1219,46.18,46.18
180,1250,46.182,46.182
221,1317,46.184,46.184
236,1482,46.186,46.186
261,1594,46.188,46.188
302,1772,46.19,46.19
325,1897,46.192,46.192
300,2117,46.194,46.194
366,2303,46.196,46.196
427,2630,46.198,46.198
435,2827,46.2,46.2
487,3318,46.202,46.202
538,3586,46.204,46.204
598,4138,46.206,46.206
667,4645,46.208,46.208
714,5070,46.21,46.21
854,5715,46.212,46.212
894,6313,46.214,46.214
970,6699,46.216,46.216
1024,7227,46.218,46.218
1123,7741,46.22,46.22
1095,8231,46.222,46.222
1249,8435,46.224,46.224
1338,8665,46.226,46.226
1471,9205,46.228,46.228
1507,9113,46.23,46.23
1526,9612,46.232,46.232
1600,9804,46.234,46.234
1740,9963,46.236,46.236
1716,10448,46.238,46.238
1843,10726,46.24,46.24
1948,11270,46.242,46.242
2041,11554,46.244,46.244
2113,11991,46.246,46.246
2227,12276,46.248,46.248
2288,12682,46.25,46.25
2385,13348,46.252,46.252
2436,13928,46.254,46.254
2532,13971,46.256,46.256
2718,14794,46.258,46.258
2839,15306,46.26,46.26
2804,15924,46.262,46.262
2948,16345,46.264,46.264
3220,16918,46.266,46.266
3200,17448,46.268,46.268
3399,18064,46.27,46.27
3588,18855,46.272,46.272
3543,19481,46.274,46.274
3804,20064,46.276,46.276
3986,20656,46.278,46.278
4014,21642,46.28,46.28
4264,22130,46.282,46.282
4309,22817,46.284,46.284
4498,23390,46.286,46.286
4728,24339,46.288,46.288
4747,25121,46.29,46.29
5017,25500,46.292,46.292
5098,26001,46.294,46.294
5425,26614,46.296,46.296
5592,27442,46.298,46.298
5817,28331,46.3,46.3
6076,28566,46.302,46.302
6298,29052,46.304,46.304
6604,29487,46.306,46.306
6902,30344,46.308,46.308
7149,30919,46.31,46.31
7499,31491,46.312,46.312
7493,32374,46.314,46.314
8037,32928,46.316,46.316
8277,33794,46.318,46.318
8592,34373,46.32,46.32
8701,34643,46.322,46.322
9162,35301,46.324,46.324
9642,36101,46.326,46.326
9924,36861,46.328,46.328
10510,37373,46.33,46.33
10913,38780,46.332,46.332
11745,39397,46.334,46.334
12064,40437,46.336,46.336
12533,41290,46.338,46.338
13442,42028,46.34,46.34
14221,43170,46.342,46.342
14804,43915,46.344,46.344
15927,45175,46.346,46.346
17042,46665,46.348,46.348
18043,47820,46.35,46.35
19033,48627,46.352,46.352
20158,50639,46.354,46.354
21500,52286,46.356,46.356
23340,54630,46.358,46.358
24563,56855,46.36,46.36
26160,59047,46.362,46.362
28173,62538,46.364,46.364
29906,64988,46.366,46.366
33028,67952,46.368,46.368
36089,71334,46.37,46.37
39552,74649,46.372,46.372
43613,77877,46.374,46.374
49579,80294,46.376,46.376
56781,83901,46.378,46.378
64660,87271,46.38,46.38
72516,91835,46.382,46.382
81459,94795,46.384,46.384
91319,97491,46.386,46.386
101088,100204,46.388,46.388
107877,103637,46.39,46.39
113036,105957,46.392,46.392
115895,107609,46.394,46.394
118193,108621,46.396,46.396
118136,110190,46.398,46.398
117228,110617,46.4,46.4
115053,110917,46.402,46.402
112388,109447,46.404,46.404
108668,107204,46.406,46.406
103835,104714,46.408,46.408
99841,100412,46.41,46.41
95972,95909,46.412,46.412
91903,91397,46.414,46.414
88096,87049,46.416,46.416
84332,83158,46.418,46.418
80467,78240,46.42,46.42
77841,74422,46.422,46.422
75090,71761,46.424,46.424
72383,69361,46.426,46.426
70082,67331,46.428,46.428
67233,65471,46.43,46.43
66062,64203,46.432,46.432
64480,62961,46.434,46.434
62865,61713,46.436,46.436
61240,60216,46.438,46.438
60506,59935,46.44,46.44
59720,58554,46.442,46.442
58343,58038,46.444,46.444
57031,56680,46.446,46.446
56258,55916,46.448,46.448
55075,55240,46.45,46.45
54231,54208,46.452,46.452
53505,53470,46.454,46.454
52186,52792,46.456,46.456
51374,51765,46.458,46.458
50443,50871,46.46,46.46
49953,49931,46.462,46.462
49604,48988,46.464,46.464
49081,48349,46.466,46.466
48517,46954,46.468,46.468
47636,46073,46.47,46.47
48011,44739,46.472,46.472
47190,44274,46.474,46.474
47094,43353,46.476,46.476
46947,42253,46.478,46.478
46362,41227,46.48,46.48
46527,40689,46.482,46.482
46391,39884,46.484,46.484
46215,39372,46.486,46.486
46197,38520,46.488,46.488
46431,37829,46.49,46.49
46659,37348,46.492,46.492
46604,36701,46.494,46.494
46683,36334,46.496,46.496
47517,35664,46.498,46.498
47516,34980,46.5,46.5
47855,34433,46.502,46.502
48853,33896,46.504,46.504
49435,33461,46.506,46.506
50941,32725,46.508,46.508
51761,32630,46.51,46.51
53107,32230,46.512,46.512
54927,31833,46.514,46.514
56207,31571,46.516,46.516
58194,31225,46.518,46.518
59142,30778,46.52,46.52
60676,30438,46.522,46.522
61702,29951,46.524,46.524
61884,29892,46.526,46.526
61563,29285,46.528,46.528
60017,28753,46.53,46.53
58873,28546,46.532,46.532
57177,28193,46.534,46.534
55072,27337,46.536,46.536
52589,27520,46.538,46.538
49111,27179,46.54,46.54
45561,26743,46.542,46.542
40697,26485,46.544,46.544
34618,25908,46.546,46.546
28017,25740,46.548,46.548
21475,25106,46.55,46.55
17359,24807,46.552,46.552
13255,24545,46.554,46.554
9976,24035,46.556,46.556
7631,23863,46.558,46.558
6223,23184,46.56,46.56
5402,22913,46.562,46.562
4664,22866,46.564,46.564
4064,21934,46.566,46.566
3722,21881,46.568,46.568
3299,21156,46.57,46.57
3105,20590,46.572,46.572
