Int_optimized,Int_unoptimized,two_theta_optimized,two_theta_unoptimized
2946,20170,46.574,46.574
2783,19840,46.576,46.576
2473,19171,46.578,46.578
2420,19014,46.58,46.58
2352,18454,46.582,46.582
2260,18198,46.584,46.584
2089,17727,46.586,46.586
2034,17254,46.588,46.588
1935,16636,46.59,46.59
1886,16130,46.592,46.592
1842,15544,46.594,46.594
1707,15041,46.596,46.596
1589,14825,46.598,46.598
1581,14416,46.6,46.6
1477,13772,46.602,46.602
1433,13602,46.604,46.604
1339,13086,46.606,46.606
1374,12510,46.608,46.608
1312,11992,46.61,46.61
1205,11678,46.612,46.612
1151,11464,46.614,46.614
1132,10997,46.616,46.616
1073,10647,46.618,46.618
986,10414,46.62,46.62
959,9806,46.622,46.622
872,9388,46.624,46.624
838,9177,46.626,46.626
858,8832,46.628,46.628
721,8572,46.63,46.63
669,8122,46.632,46.632
659,7809,46.634,46.634
628,7520,46.636,46.636
541,7211,46.638,46.638
514,6964,46.64,46.64
467,6469,46.642,46.642
546,6389,46.644,46.644
466,6039,46.646,46.646
462,5894,46.648,46.648
437,5826,46.65,46.65
371,5383,46.652,46.652
355,5110,46.654,46.654
345,4828,46.656,46.656
303,4648,46.658,46.658
280,4451,46.66,46.66
279,4175,46.662,46.662
269,3962,46.664,46.664
293,3794,46.666,46.666
225,3489,46.668,46.668
248,3412,46.67,46.67
256,3189,46.672,46.672
213,3016,46.674,46.674
222,2734,46.676,46.676
226,2563,46.678,46.678
197,2439,46.68,46.68
189,2255,46.682,46.682
193,2182,46.684,46.684
156,1918,46.686,46.686
179,1792,46.688,46.688
165,1626,46.69,46.69
136,1461,46.692,46.692
168,1430,46.694,46.694
143,1288,46.696,46.696
132,1248,46.698,46.698
132,1131,46.7,46.7
126,1117,46.702,46.702
112,966,46.704,46.704
120,958,46.706,46.706
139,959,46.708,46.708
115,817,46.71,46.71
125,797,46.712,46.712
118,718,46.714,46.714
93,688,46.716,46.716
106,682,46.718,46.718
90,633,46.72,46.72
108,568,46.722,46.722
103,557,46.724,46.724
91,540,46.726,46.726
79,531,46.728,46.728
96,471,46.73,46.73
74,500,46.732,46.732
97,462,46.734,46.734
92,470,46.736,46.736
70,403,46.738,46.738
81,402,46.74,46.74
73,408,46.742,46.742
77,379,46.744,46.744
59,363,46.746,46.746
78,345,46.748,46.748
70,311,46.75,46.75
60,324,46.752,46.752
70,316,46.754,46.754
75,316,46.756,46.756
68,333,46.758,46.758
67,308,46.76,46.76
61,270,46.762,46.762
62,289,46.764,46.764
59,262,46.766,46.766
60,269,46.768,46.768
58,265,46.77,46.77
54,237,46.772,46.772
62,257,46.774,46.774
56,236,46.776,46.776
47,228,46.778,46.778
52,222,46.78,46.78
44,192,46.782,46.782
42,220,46.784,46.784
43,194,46.786,46.786
35,173,46.788,46.788
32,205,46.79,46.79
39,171,46.792,46.792
37,162,46.794,46.794
38,166,46.796,46.796
36,166,46.798,46.798
37,182,46.8,46.8
48,178,46.802,46.802
48,159,46.804,46.804
32,151,46.806,46.806
29,153,46.808,46.808
44,169,46.81,46.81
43,135,46.812,46.812
37,135,46.814,46.814
38,133,46.816,46.816
29,138,46.818,46.818
35,134,46.82,46.82
33,137,46.822,46.822
30,153,46.824,46.824
49,128,46.826,46.826
24,87,46.828,46.828
28,102,46.83,46.83
37,122,46.832,46.832
25,96,46.834,46.834
34,99,46.836,46.836
23,125,46.838,46.838
35,107,46.84,46.84
28,96,46.842,46.842
43,99,46.844,46.844
14,81,46.846,46.846
28,93,46.848,46.848
29,79,46.85,46.85
34,83,46.852,46.852
28,97,46.854,46.854
36,87,46.856,46.856
37,106,46.858,46.858
36,109,46.86,46.86
35,88,46.862,46.862
28,84,46.864,46.864
29,80,46.866,46.866
21,75,46.868,46.868
31,76,46.87,46.87
32,89,46.872,46.872
31,67,46.874,46.874
29,77,46.876,46.876
31,76,46.878,46.878
36,68,46.88,46.88
26,81,46.882,46.882
28,79,46.884,46.884
30,66,46.886,46.886
22,64,46.888,46.888
32,72,46.89,46.89
28,72,46.892,46.892
25,59,46.894,46.894
39,85,46.896,46.896
33,64,46.898,46.898
30,54,46.9,46.9
10,57,46.902,46.902
26,59,46.904,46.904
30,81,46.906,46.906
34,46,46.908,46.908
32,77,46.91,46.91
25,63,46.912,46.912
31,61,46.914,46.914
28,70,46.916,46.916
27,56,46.918,46.918
33,58,46.92,46.92
33,47,46.922,46.922
32,58,46.924,46.924
27,49,46.926,46.926
38,52,46.928,46.928
28,54,46.93,46.93
26,51,46.932,46.932
36,47,46.934,46.934
30,39,46.936,46.936
25,53,46.938,46.938
24,49,46.94,46.94
30,56,46.942,46.942
28,38,46.944,46.944
29,57,46.946,46.946
29,38,46.948,46.948
36,56,46.95,46.95
27,42,46.952,46.952
29,46,46.954,46.954
19,48,46.956,46.956
33,48,46.958,46.958
25,29,46.96,46.96
28,41,46.962,46.962
18,36,46.964,46.964
23,56,46.966,46.966
30,45,46.968,46.968
26,36,46.97,46.97
24,33,46.972,46.972
21,42,46.974,46.974
37,32,46.976,46.976
17,42,46.978,46.978
25,30,46.98,46.98
27,35,46.982,46.982
25,25,46.984,46.984
26,43,46.986,46.986
29,24,46.988,46.988
22,34,46.99,46.99
25,35,46.992,46.992
24,33,46.994,46.994
30,44,46.996,46.996
29,28,46.998,46.998
31,36,47,47
23,37,47.002,47.002
18,27,47.004,47.004
19,27,47.006,47.006
32,29,47.008,47.008
28,29,47.01,47.01
20,34,47.012,47.012
25,24,47.014,47.014
18,23,47.016,47.016
21,23,47.018,47.018
24,32,47.02,47.02
26,22,47.022,47.022
19,17,47.024,47.024
18,22,47.026,47.026
25,37,47.028,47.028
27,25,47.03,47.03
10,26,47.032,47.032
25,22,47.034,47.034
28,25,47.036,47.036
26,35,47.038,47.038
28,26,47.04,47.04
18,27,47.042,47.042
22,31,47.044,47.044
24,33,47.046,47.046
20,21,47.048,47.048
17,28,47.05,47.05
14,24,47.052,47.052
24,30,47.054,47.054
15,19,47.056,47.056
20,23,47.058,47.058
11,23,47.06,47.06
12,19,47.062,47.062
24,22,47.064,47.064
12,29,47.066,47.066
21,20,47.068,47.068
17,17,47.07,47.07
15,21,47.072,47.072
19,24,47.074,47.074
9,18,47.076,47.076
25,24,47.078,47.078
12,21,47.08,47.08
20,24,47.082,47.082
9,19,47.084,47.084
19,23,47.086,47.086
23,19,47.088,47.088
17,24,47.09,47.09
14,31,47.092,47.092
14,25,47.094,47.094
15,17,47.096,47.096
22,16,47.098,47.098
14,18,47.1,47.1
14,11,47.102,47.102
13,15,47.104,47.104
21,25,47.106,47.106
17,16,47.108,47.108
17,13,47.11,47.11
23,19,47.112,47.112
6,26,47.114,47.114
14,17,47.116,47.116
16,24,47.118,47.118
13,18,47.12,47.12
17,23,47.122,47.122
6,23,47.124,47.124
9,25,47.126,47.126
15,14,47.128,47.128
13,20,47.13,47.13
13,18,47.132,47.132
6,19,47.134,47.134
13,14,47.136,47.136
13,15,47.138,47.138
22,19,47.14,47.14
11,21,47.142,47.142
9,13,47.144,47.144
20,22,47.146,47.146
18,21,47.148,47.148
15,19,47.15,47.15
7,13,47.152,47.152
14,13,47.154,47.154
9,12,47.156,47.156
12,17,47.158,47.158
15,25,47.16,47.16
15,19,47.162,47.162
17,21,47.164,47.164
10,15,47.166,47.166
7,23,47.168,47.168
9,17,47.17,47.17
13,21,47.172,47.172
6,18,47.174,47.174
10,19,47.176,47.176
9,17,47.178,47.178
12,18,47.18,47.18
16,17,47.182,47.182
11,13,47.184,47.184
10,17,47.186,47.186
12,9,47.188,47.188
16,19,47.19,47.19
11,9,47.192,47.192
12,15,47.194,47.194
7,16,47.196,47.196
11,17,47.198,47.198
15,8,47.2,47.2
16,17,47.202,47.202
15,12,47.204,47.204
16,14,47.206,47.206
10,21,47.208,47.208
17,14,47.21,47.21
13,22,47.212,47.212
20,13,47.214,47.214
10,8,47.216,47.216
13,12,47.218,47.218
16,19,47.22,47.22
16,18,47.222,47.222
12,16,47.224,47.224
12,14,47.226,47.226
11,14,47.228,47.228
19,12,47.23,47.23
16,18,47.232,47.232
16,13,47.234,47.234
16,16,47.236,47.236
16,15,47.238,47.238
21,17,47.24,47.24
14,20,47.242,47.242
13,22,47.244,47.244
13,13,47.246,47.246
16,15,47.248,47.248
18,12,47.25,47.25
16,14,47.252,47.252
19,15,47.254,47.254
15,15,47.256,47.256
15,22,47.258,47.258
18,18,47.26,47.26
13,13,47.262,47.262
19,16,47.264,47.264
11,18,47.266,47.266
20,14,47.268,47.268
16,14,47.27,47.27
27,17,47.272,47.272
19,16,47.274,47.274
17,15,47.276,47.276
13,20,47.278,47.278
34,13,47.28,47.28
11,11,47.282,47.282
25,7,47.284,47.284
17,18,47.286,47.286
18,10,47.288,47.288
24,21,47.29,47.29
26,15,47.292,47.292
12,8,47.294,47.294
21,21,47.296,47.296
21,16,47.298,47.298
29,11,47.3,47.3
20,14,47.302,47.302
29,10,47.304,47.304
24,14,47.306,47.306
16,16,47.308,47.308
17,12,47.31,47.31
18,12,47.312,47.312
29,10,47.314,47.314
35,13,47.316,47.316
21,15,47.318,47.318
25,11,47.32,47.32
23,12,47.322,47.322
33,15,47.324,47.324
26,16,47.326,47.326
18,15,47.328,47.328
31,19,47.33,47.33
24,15,47.332,47.332
25,7,47.334,47.334
25,7,47.336,47.336
22,19,47.338,47.338
41,9,47.34,47.34
38,8,47.342,47.342
30,15,47.344,47.344
23,13,47.346,47.346
14,15,47.348,47.348
23,10,47.35,47.35
20,11,47.352,47.352
22,11,47.354,47.354
21,13,47.356,47.356
28,12,47.358,47.358
28,12,47.36,47.36
28,13,47.362,47.362
36,19,47.364,47.364
25,21,47.366,47.366
30,7,47.368,47.368
41,14,47.37,47.37
31,17,47.372,47.372
27,11,47.374,47.374
16,16,47.376,47.376
33,13,47.378,47.378
34,14,47.38,47.38
29,14,47.382,47.382
17,7,47.384,47.384
26,16,47.386,47.386
30,19,47.388,47.388
21,16,47.39,47.39
24,15,47.392,47.392
35,18,47.394,47.394
35,17,47.396,47.396
36,7,47.398,47.398
26,11,47.4,47.4
25,15,47.402,47.402
29,12,47.404,47.404
37,11,47.406,47.406
25,10,47.408,47.408
31,10,47.41,47.41
35,13,47.412,47.412
29,17,47.414,47.414
33,13,47.416,47.416
31,16,47.418,47.418
31,12,47.42,47.42
21,21,47.422,47.422
28,10,47.424,47.424
28,18,47.426,47.426
36,16,47.428,47.428
47,8,47.43,47.43
38,9,47.432,47.432
40,12,47.434,47.434
27,15,47.436,47.436
33,14,47.438,47.438
40,17,47.44,47.44
38,9,47.442,47.442
40,16,47.444,47.444
30,12,47.446,47.446
31,9,47.448,47.448
39,17,47.45,47.45
26,7,47.452,47.452
28,7,47.454,47.454
42,7,47.456,47.456
33,12,47.458,47.458
39,12,47.46,47.46
40,10,47.462,47.462
26,16,47.464,47.464
40,10,47.466,47.466
55,10,47.468,47.468
33,11,47.47,47.47
43,13,47.472,47.472
36,12,47.474,47.474
37,13,47.476,47.476
40,7,47.478,47.478
41,9,47.48,47.48
49,13,47.482,47.482
42,9,47.484,47.484
56,7,47.486,47.486
46,14,47.488,47.488
66,15,47.49,47.49
49,13,47.492,47.492
52,11,47.494,47.494
65,11,47.496,47.496
55,15,47.498,47.498
51,21,47.5,47.5
62,10,47.502,47.502
55,9,47.504,47.504
69,12,47.506,47.506
57,14,47.508,47.508
52,20,47.51,47.51
56,13,47.512,47.512
67,11,47.514,47.514
62,10,47.516,47.516
54,15,47.518,47.518
72,18,47.52,47.52
66,12,47.522,47.522
68,13,47.524,47.524
66,12,47.526,47.526
72,14,47.528,47.528
61,11,47.53,47.53
84,10,47.532,47.532
69,19,47.534,47.534
72,9,47.536,47.536
61,13,47.538,47.538
72,12,47.54,47.54
81,14,47.542,47.542
103,20,47.544,47.544
87,6,47.546,47.546
82,11,47.548,47.548
87,4,47.55,47.55
83,12,47.552,47.552
100,9,47.554,47.554
92,12,47.556,47.556
79,10,47.558,47.558
95,13,47.56,47.56
88,6,47.562,47.562
98,7,47.564,47.564
98,12,47.566,47.566
98,12,47.568,47.568
103,16,47.57,47.57
97,6,47.572,47.572
111,15,47.574,47.574
110,6,47.576,47.576
104,7,47.578,47.578
105,19,47.58,47.58
120,10,47.582,47.582
125,10,47.584,47.584
133,12,47.586,47.586
136,6,47.588,47.588
147,11,47.59,47.59
150,15,47.592,47.592
121,14,47.594,47.594
139,18,47.596,47.596
126,12,47.598,47.598
129,18,47.6,47.6
123,9,47.602,47.602
141,10,47.604,47.604
145,12,47.606,47.606
178,13,47.608,47.608
164,16,47.61,47.61
145,11,47.612,47.612
161,13,47.614,47.614
160,11,47.616,47.616
168,8,47.618,47.618
139,13,47.62,47.62
150,18,47.622,47.622
154,11,47.624,47.624
179,10,47.626,47.626
152,12,47.628,47.628
176,12,47.63,47.63
184,14,47.632,47.632
175,9,47.634,47.634
195,9,47.636,47.636
203,15,47.638,47.638
208,20,47.64,47.64
165,12,47.642,47.642
193,12,47.644,47.644
218,11,47.646,47.646
193,17,47.648,47.648
214,10,47.65,47.65
204,14,47.652,47.652
194,21,47.654,47.654
172,22,47.656,47.656
220,16,47.658,47.658
218,20,47.66,47.66
245,7,47.662,47.662
233,19,47.664,47.664
248,14,47.666,47.666
248,16,47.668,47.668
236,18,47.67,47.67
235,12,47.672,47.672
239,10,47.674,47.674
251,14,47.676,47.676
271,8,47.678,47.678
225,10,47.68,47.68
266,18,47.682,47.682
269,19,47.684,47.684
275,12,47.686,47.686
293,11,47.688,47.688
314,19,47.69,47.69
303,16,47.692,47.692
296,14,47.694,47.694
271,13,47.696,47.696
304,14,47.698,47.698
288,17,47.7,47.7
339,11,47.702,47.702
296,11,47.704,47.704
333,10,47.706,47.706
363,16,47.708,47.708
328,17,47.71,47.71
359,14,47.712,47.712
326,16,47.714,47.714
356,16,47.716,47.716
383,14,47.718,47.718
356,19,47.72,47.72
400,22,47.722,47.722
391,28,47.724,47.724
371,15,47.726,47.726
397,13,47.728,47.728
381,26,47.73,47.73
437,16,47.732,47.732
415,8,47.734,47.734
448,21,47.736,47.736
484,17,47.738,47.738
474,13,47.74,47.74
443,7,47.742,47.742
444,19,47.744,47.744
443,11,47.746,47.746
456,9,47.748,47.748
477,18,47.75,47.75
543,18,47.752,47.752
484,19,47.754,47.754
532,17,47.756,47.756
518,11,47.758,47.758
542,12,47.76,47.76
507,13,47.762,47.762
509,21,47.764,47.764
567,20,47.766,47.766
543,10,47.768,47.768
564,11,47.77,47.77
583,8,47.772,47.772
572,19,47.774,47.774
562,13,47.776,47.776
588,20,47.778,47.778
651,16,47.78,47.78
636,16,47.782,47.782
611,19,47.784,47.784
674,16,47.786,47.786
655,21,47.788,47.788
668,17,47.79,47.79
642,4,47.792,47.792
682,12,47.794,47.794
720,13,47.796,47.796
664,24,47.798,47.798
706,17,47.8,47.8
763,19,47.802,47.802
738,23,47.804,47.804
737,12,47.806,47.806
778,20,47.808,47.808
767,21,47.81,47.81
746,13,47.812,47.812
742,20,47.814,47.814
808,25,47.816,47.816
794,23,47.818,47.818
796,14,47.82,47.82
779,21,47.822,47.822
793,21,47.824,47.824
808,14,47.826,47.826
831,22,47.828,47.828
866,15,47.83,47.83
921,26,47.832,47.832
863,18,47.834,47.834
858,27,47.836,47.836
870,16,47.838,47.838
865,21,47.84,47.84
867,17,47.842,47.842
848,18,47.844,47.844
896,23,47.846,47.846
937,19,47.848,47.848
897,24,47.85,47.85
903,21,47.852,47.852
902,13,47.854,47.854
978,20,47.856,47.856
1007,20,47.858,47.858
996,22,47.86,47.86
915,16,47.862,47.862
952,23,47.864,47.864
903,22,47.866,47.866
964,30,47.868,47.868
991,21,47.87,47.87
1006,21,47.872,47.872
1009,22,47.874,47.874
973,18,47.876,47.876
1012,19,47.878,47.878
1030,21,47.88,47.88
1009,16,47.882,47.882
961,29,47.884,47.884
1053,20,47.886,47.886
991,22,47.888,47.888
1004,27,47.89,47.89
1049,31,47.892,47.892
1030,16,47.894,47.894
1094,17,47.896,47.896
1045,21,47.898,47.898
1040,22,47.9,47.9
1063,19,47.902,47.902
1042,18,47.904,47.904
1045,21,47.906,47.906
1047,32,47.908,47.908
1093,23,47.91,47.91
1035,23,47.912,47.912
1052,27,47.914,47.914
1088,23,47.916,47.916
1023,28,47.918,47.918
981,26,47.92,47.92
1055,15,47.922,47.922
1019,30,47.924,47.924
1043,32,47.926,47.926
1018,24,47.928,47.928
1034,36,47.93,47.93
1037,26,47.932,47.932
1068,27,47.934,47.934
987,21,47.936,47.936
1037,32,47.938,47.938
1034,25,47.94,47.94
1072,18,47.942,47.942
1056,27,47.944,47.944
1004,16,47.946,47.946
1009,23,47.948,47.948
1048,27,47.95,47.95
983,28,47.952,47.952
1065,20,47.954,47.954
1088,34,47.956,47.956
985,23,47.958,47.958
991,30,47.96,47.96
1001,22,47.962,47.962
962,16,47.964,47.964
958,24,47.966,47.966
922,28,47.968,47.968
969,27,47.97,47.97
894,37,47.972,47.972
932,28,47.974,47.974
968,25,47.976,47.976
918,30,47.978,47.978
910,28,47.98,47.98
911,25,47.982,47.982
911,21,47.984,47.984
934,35,47.986,47.986
858,25,47.988,47.988
931,34,47.99,47.99
872,33,47.992,47.992
842,21,47.994,47.994
836,35,47.996,47.996
849,27,47.998,47.998
829,28,48,48
854,25,48.002,48.002
818,34,48.004,48.004
803,28,48.006,48.006
837,35,48.008,48.008
803,33,48.01,48.01
851,32,48.012,48.012
802,28,48.014,48.014
744,26,48.016,48.016
785,38,48.018,48.018
795,29,48.02,48.02
761,34,48.022,48.022
754,36,48.024,48.024
697,35,48.026,48.026
739,31,48.028,48.028
658,29,48.03,48.03
701,34,48.032,48.032
658,38,48.034,48.034
649,34,48.036,48.036
665,34,48.038,48.038
678,32,48.04,48.04
664,31,48.042,48.042
687,40,48.044,48.044
653,36,48.046,48.046
654,36,48.048,48.048
598,31,48.05,48.05
603,30,48.052,48.052
618,45,48.054,48.054
589,30,48.056,48.056
645,35,48.058,48.058
569,39,48.06,48.06
528,37,48.062,48.062
568,33,48.064,48.064
532,40,48.066,48.066
504,33,48.068,48.068
504,40,48.07,48.07
540,36,48.072,48.072
541,35,48.074,48.074
489,31,48.076,48.076
474,38,48.078,48.078
501,33,48.08,48.08
479,38,48.082,48.082
474,31,48.084,48.084
494,34,48.086,48.086
506,36,48.088,48.088
432,31,48.09,48.09
420,33,48.092,48.092
435,45,48.094,48.094
466,39,48.096,48.096
426,40,48.098,48.098
419,38,48.1,48.1
408,41,48.102,48.102
424,42,48.104,48.104
361,57,48.106,48.106
406,36,48.108,48.108
384,44,48.11,48.11
374,40,48.112,48.112
371,47,48.114,48.114
363,40,48.116,48.116
328,47,48.118,48.118
370,37,48.12,48.12
344,35,48.122,48.122
339,39,48.124,48.124
302,49,48.126,48.126
306,40,48.128,48.128
329,38,48.13,48.13
313,42,48.132,48.132
314,37,48.134,48.134
302,41,48.136,48.136
291,35,48.138,48.138
264,35,48.14,48.14
294,38,48.142,48.142
292,53,48.144,48.144
275,51,48.146,48.146
277,47,48.148,48.148
284,50,48.15,48.15
264,54,48.152,48.152
300,45,48.154,48.154
239,43,48.156,48.156
254,58,48.158,48.158
255,49,48.16,48.16
232,49,48.162,48.162
227,49,48.164,48.164
257,47,48.166,48.166
239,45,48.168,48.168
234,44,48.17,48.17
256,38,48.172,48.172
250,48,48.174,48.174
236,56,48.176,48.176
252,44,48.178,48.178
205,47,48.18,48.18
224,37,48.182,48.182
225,47,48.184,48.184
205,49,48.186,48.186
197,51,48.188,48.188
238,44,48.19,48.19
212,63,48.192,48.192
223,62,48.194,48.194
208,50,48.196,48.196
220,34,48.198,48.198
217,46,48.2,48.2
199,53,48.202,48.202
183,54,48.204,48.204
190,50,48.206,48.206
162,55,48.208,48.208
177,49,48.21,48.21
185,45,48.212,48.212
185,53,48.214,48.214
184,51,48.216,48.216
173,50,48.218,48.218
204,44,48.22,48.22
180,51,48.222,48.222
167,55,48.224,48.224
159,53,48.226,48.226
156,53,48.228,48.228
153,48,48.23,48.23
157,67,48.232,48.232
157,53,48.234,48.234
159,47,48.236,48.236
168,44,48.238,48.238
148,50,48.24,48.24
176,64,48.242,48.242
159,55,48.244,48.244
136,56,48.246,48.246
149,58,48.248,48.248
122,72,48.25,48.25
139,57,48.252,48.252
164,52,48.254,48.254
150,47,48.256,48.256
128,69,48.258,48.258
145,50,48.26,48.26
137,55,48.262,48.262
128,64,48.264,48.264
126,40,48.266,48.266
130,53,48.268,48.268
127,66,48.27,48.27
130,65,48.272,48.272
112,50,48.274,48.274
117,67,48.276,48.276
130,54,48.278,48.278
143,57,48.28,48.28
95,57,48.282,48.282
104,70,48.284,48.284
128,58,48.286,48.286
111,49,48.288,48.288
115,64,48.29,48.29
113,63,48.292,48.292
130,49,48.294,48.294
96,52,48.296,48.296
105,62,48.298,48.298
108,60,48.3,48.3
105,42,48.302,48.302
121,59,48.304,48.304
88,46,48.306,48.306
104,60,48.308,48.308
96,40,48.31,48.31
94,65,48.312,48.312
103,57,48.314,48.314
110,50,48.316,48.316
95,54,48.318,48.318
97,54,48.32,48.32
95,64,48.322,48.322
91,69,48.324,48.324
96,67,48.326,48.326
88,51,48.328,48.328
86,56,48.33,48.33
84,50,48.332,48.332
88,62,48.334,48.334
84,60,48.336,48.336
99,53,48.338,48.338
87,65,48.34,48.34
80,68,48.342,48.342
71,53,48.344,48.344
71,68,48.346,48.346
73,50,48.348,48.348
75,52,48.35,48.35
81,58,48.352,48.352
68,49,48.354,48.354
90,59,48.356,48.356
82,75,48.358,48.358
64,59,48.36,48.36
72,74,48.362,48.362
83,77,48.364,48.364
75,69,48.366,48.366
71,64,48.368,48.368
61,57,48.37,48.37
71,65,48.372,48.372
71,61,48.374,48.374
63,60,48.376,48.376
51,59,48.378,48.378
74,77,48.38,48.38
71,61,48.382,48.382
66,58,48.384,48.384
71,62,48.386,48.386
55,66,48.388,48.388
76,64,48.39,48.39
59,63,48.392,48.392
75,54,48.394,48.394
67,63,48.396,48.396
52,72,48.398,48.398
49,58,48.4,48.4
47,55,48.402,48.402
59,67,48.404,48.404
70,67,48.406,48.406
56,52,48.408,48.408
63,68,48.41,48.41
56,64,48.412,48.412
60,53,48.414,48.414
47,57,48.416,48.416
61,69,48.418,48.418
62,71,48.42,48.42
65,53,48.422,48.422
58,71,48.424,48.424
57,66,48.426,48.426
58,63,48.428,48.428
57,76,48.43,48.43
52,57,48.432,48.432
59,56,48.434,48.434
43,59,48.436,48.436
52,68,48.438,48.438
62,58,48.44,48.44
71,65,48.442,48.442
67,63,48.444,48.444
64,51,48.446,48.446
62,76,48.448,48.448
60,73,48.45,48.45
65,66,48.452,48.452
63,51,48.454,48.454
68,50,48.456,48.456
45,48,48.458,48.458
69,53,48.46,48.46
58,75,48.462,48.462
40,65,48.464,48.464
57,65,48.466,48.466
58,58,48.468,48.468
56,66,48.47,48.47
53,58,48.472,48.472
65,60,48.474,48.474
37,60,48.476,48.476
53,60,48.478,48.478
56,60,48.48,48.48
46,60,48.482,48.482
49,76,48.484,48.484
44,58,48.486,48.486
56,58,48.488,48.488
48,67,48.49,48.49
51,60,48.492,48.492
55,78,48.494,48.494
59,57,48.496,48.496
62,57,48.498,48.498
44,62,48.5,48.5
41,62,48.502,48.502
47,46,48.504,48.504
59,64,48.506,48.506
49,61,48.508,48.508
57,61,48.51,48.51
53,69,48.512,48.512
55,62,48.514,48.514
60,69,48.516,48.516
52,54,48.518,48.518
52,69,48.52,48.52
51,61,48.522,48.522
43,44,48.524,48.524
56,56,48.526,48.526
44,64,48.528,48.528
60,64,48.53,48.53
37,57,48.532,48.532
54,58,48.534,48.534
57,54,48.536,48.536
36,67,48.538,48.538
39,61,48.54,48.54
34,61,48.542,48.542
55,55,48.544,48.544
54,59,48.546,48.546
61,68,48.548,48.548
36,59,48.55,48.55
63,43,48.552,48.552
54,57,48.554,48.554
38,50,48.556,48.556
58,66,48.558,48.558
45,65,48.56,48.56
46,56,48.562,48.562
49,55,48.564,48.564
60,53,48.566,48.566
52,71,48.568,48.568
45,58,48.57,48.57
46,60,48.572,48.572
45,55,48.574,48.574
55,54,48.576,48.576
45,48,48.578,48.578
38,52,48.58,48.58
47,60,48.582,48.582
34,60,48.584,48.584
54,65,48.586,48.586
27,51,48.588,48.588
39,52,48.59,48.59
50,57,48.592,48.592
50,58,48.594,48.594
65,44,48.596,48.596
51,65,48.598,48.598
37,43,48.6,48.6
41,45,48.602,48.602
32,49,48.604,48.604
40,58,48.606,48.606
35,55,48.608,48.608
29,58,48.61,48.61
38,56,48.612,48.612
44,48,48.614,48.614
37,72,48.616,48.616
33,55,48.618,48.618
28,43,48.62,48.62
33,57,48.622,48.622
44,54,48.624,48.624
28,55,48.626,48.626
35,56,48.628,48.628
41,54,48.63,48.63
33,52,48.632,48.632
44,48,48.634,48.634
34,53,48.636,48.636
48,48,48.638,48.638
43,59,48.64,48.64
38,55,48.642,48.642
31,42,48.644,48.644
38,38,48.646,48.646
36,54,48.648,48.648
33,47,48.65,48.65
33,44,48.652,48.652
32,53,48.654,48.654
37,43,48.656,48.656
33,54,48.658,48.658
31,63,48.66,48.66
32,55,48.662,48.662
23,45,48.664,48.664
43,47,48.666,48.666
35,48,48.668,48.668
32,46,48.67,48.67
26,53,48.672,48.672
38,50,48.674,48.674
22,45,48.676,48.676
34,49,48.678,48.678
37,47,48.68,48.68
30,56,48.682,48.682
20,44,48.684,48.684
30,47,48.686,48.686
22,52,48.688,48.688
31,46,48.69,48.69
31,39,48.692,48.692
33,36,48.694,48.694
27,44,48.696,48.696
33,56,48.698,48.698
34,50,48.7,48.7
37,51,48.702,48.702
28,49,48.704,48.704
33,45,48.706,48.706
22,38,48.708,48.708
21,39,48.71,48.71
27,44,48.712,48.712
27,44,48.714,48.714
13,48,48.716,48.716
34,49,48.718,48.718
24,33,48.72,48.72
26,38,48.722,48.722
25,41,48.724,48.724
32,43,48.726,48.726
16,40,48.728,48.728
24,38,48.73,48.73
32,46,48.732,48.732
24,47,48.734,48.734
31,52,48.736,48.736
27,41,48.738,48.738
21,39,48.74,48.74
17,42,48.742,48.742
19,35,48.744,48.744
23,43,48.746,48.746
12,55,48.748,48.748
17,45,48.75,48.75
26,34,48.752,48.752
19,37,48.754,48.754
18,34,48.756,48.756
18,42,48.758,48.758
13,39,48.76,48.76
17,38,48.762,48.762
19,33,48.764,48.764
16,40,48.766,48.766
17,40,48.768,48.768
10,40,48.77,48.77
15,52,48.772,48.772
10,32,48.774,48.774
19,34,48.776,48.776
20,47,48.778,48.778
14,33,48.78,48.78
18,31,48.782,48.782
16,49,48.784,48.784
21,39,48.786,48.786
19,39,48.788,48.788
17,33,48.79,48.79
12,26,48.792,48.792
26,26,48.794,48.794
17,21,48.796,48.796
17,30,48.798,48.798
13,23,48.8,48.8
12,30,48.802,48.802
15,39,48.804,48.804
18,29,48.806,48.806
14,32,48.808,48.808
15,40,48.81,48.81
9,28,48.812,48.812
9,28,48.814,48.814
10,32,48.816,48.816
14,25,48.818,48.818
10,31,48.82,48.82
13,31,48.822,48.822
15,37,48.824,48.824
11,25,48.826,48.826
16,37,48.828,48.828
22,33,48.83,48.83
13,36,48.832,48.832
13,28,48.834,48.834
14,32,48.836,48.836
7,31,48.838,48.838
14,23,48.84,48.84
15,30,48.842,48.842
13,27,48.844,48.844
8,18,48.846,48.846
13,42,48.848,48.848
10,41,48.85,48.85
12,34,48.852,48.852
11,37,48.854,48.854
14,28,48.856,48.856
12,30,48.858,48.858
7,30,48.86,48.86
18,37,48.862,48.862
10,25,48.864,48.864
9,29,48.866,48.866
13,34,48.868,48.868
10,37,48.87,48.87
9,26,48.872,48.872
13,19,48.874,48.874
15,26,48.876,48.876
10,22,48.878,48.878
